timestamp,sensor_raw,wear,wear_pct,bad_blocks,ecc_count,temperature,status,rul
1774499038.5481853,3907,0.9541,95.4,105.4,577.0,49.5,CRITICAL,21 days
1774499039.31296,3898,0.9519,95.2,105.2,576.0,49.5,CRITICAL,21 days
1774499040.0122433,3938,0.9617,96.2,106.2,581.0,49.6,CRITICAL,21 days
1774499040.6972408,4016,0.9807,98.1,108.1,590.0,49.8,CRITICAL,21 days
1774499041.3991916,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499042.0701609,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499042.7666104,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499043.4394546,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499044.1196384,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499044.8097336,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499045.491945,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499046.1656022,4008,0.9788,97.9,107.9,589.0,49.8,CRITICAL,21 days
1774499046.8461566,3933,0.9604,96.0,106.0,580.0,49.6,CRITICAL,21 days
1774499047.589924,3897,0.9516,95.2,105.2,576.0,49.5,CRITICAL,21 days
1774499048.2377312,3910,0.9548,95.5,105.5,577.0,49.5,CRITICAL,21 days
1774499048.959969,3968,0.969,96.9,106.9,584.0,49.7,CRITICAL,21 days
1774499049.647623,4058,0.991,99.1,109.1,595.0,49.9,CRITICAL,21 days
1774499050.3206687,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499051.007258,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499051.7106252,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499052.369614,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499053.0923016,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499053.7947214,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499054.4721274,4062,0.9919,99.2,109.2,596.0,49.9,CRITICAL,21 days
1774499055.1716926,3972,0.97,97.0,107.0,585.0,49.7,CRITICAL,21 days
1774499055.8623595,3911,0.9551,95.5,105.5,578.0,49.6,CRITICAL,21 days
1774499056.535979,3896,0.9514,95.1,105.1,576.0,49.5,CRITICAL,21 days
1774499057.220295,3930,0.9597,96.0,106.0,580.0,49.6,CRITICAL,21 days
1774499057.8754916,4004,0.9778,97.8,107.8,589.0,49.8,CRITICAL,21 days
1774499058.5540252,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499059.2361116,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499059.9053988,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499060.5736544,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499061.237534,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499061.9196303,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499062.6039588,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499063.3122818,4020,0.9817,98.2,108.2,591.0,49.8,CRITICAL,21 days
1774499064.0240731,3941,0.9624,96.2,106.2,581.0,49.6,CRITICAL,21 days
1774499064.7058005,3899,0.9521,95.2,105.2,576.0,49.5,CRITICAL,21 days
1774499065.3698287,3905,0.9536,95.4,105.4,577.0,49.5,CRITICAL,21 days
1774499066.0666795,3958,0.9665,96.7,106.7,583.0,49.7,CRITICAL,21 days
1774499066.7512677,4045,0.9878,98.8,108.8,594.0,49.9,CRITICAL,21 days
1774499067.428128,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499068.1751406,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499068.8350296,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499069.5139399,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499070.192217,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499070.8648796,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499071.563562,4075,0.9951,99.5,109.5,598.0,50.0,CRITICAL,21 days
1774499072.2972288,3982,0.9724,97.2,107.2,586.0,49.7,CRITICAL,21 days
1774499072.9863675,3917,0.9565,95.7,105.7,578.0,49.6,CRITICAL,21 days
1774499073.7012906,3896,0.9514,95.1,105.1,576.0,49.5,CRITICAL,21 days
1774499074.3740067,3923,0.958,95.8,105.8,579.0,49.6,CRITICAL,21 days
1774499075.0655272,3993,0.9751,97.5,107.5,588.0,49.8,CRITICAL,21 days
1774499075.7879665,4088,0.9983,99.8,109.8,599.0,50.0,CRITICAL,21 days
1774499076.4865673,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499077.1715143,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499077.8711526,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499078.5574012,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499079.2908576,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499079.9715738,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499080.6282055,4033,0.9849,98.5,108.5,592.0,49.8,CRITICAL,21 days
1774499081.339118,3949,0.9643,96.4,106.4,582.0,49.6,CRITICAL,21 days
1774499081.9910672,3902,0.9529,95.3,105.3,576.0,49.5,CRITICAL,21 days
1774499082.662271,3902,0.9529,95.3,105.3,576.0,49.5,CRITICAL,21 days
1774499083.3496797,3949,0.9643,96.4,106.4,582.0,49.6,CRITICAL,21 days
1774499084.028235,4032,0.9846,98.5,108.5,592.0,49.8,CRITICAL,21 days
1774499084.7196362,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499085.4621067,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499086.15197,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499086.820076,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499087.5108957,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499088.1986165,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499088.9474792,4088,0.9983,99.8,109.8,599.0,50.0,CRITICAL,21 days
1774499089.61979,3993,0.9751,97.5,107.5,588.0,49.8,CRITICAL,21 days
1774499090.3181925,3923,0.958,95.8,105.8,579.0,49.6,CRITICAL,21 days
1774499090.9739645,3896,0.9514,95.1,105.1,576.0,49.5,CRITICAL,21 days
1774499091.6411817,3917,0.9565,95.7,105.7,578.0,49.6,CRITICAL,21 days
1774499092.3968863,3982,0.9724,97.2,107.2,586.0,49.7,CRITICAL,21 days
1774499093.056302,4074,0.9949,99.5,109.5,597.0,49.9,CRITICAL,21 days
1774499093.7848885,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499094.4806726,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499095.1807714,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499095.8781517,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499096.5673628,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499097.262096,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499097.932795,4046,0.988,98.8,108.8,594.0,49.9,CRITICAL,21 days
1774499098.6459749,3959,0.9668,96.7,106.7,583.0,49.7,CRITICAL,21 days
1774499099.3471487,3906,0.9538,95.4,105.4,577.0,49.5,CRITICAL,21 days
1774499100.052048,3899,0.9521,95.2,105.2,576.0,49.5,CRITICAL,21 days
1774499100.7183502,3940,0.9621,96.2,106.2,581.0,49.6,CRITICAL,21 days
1774499101.3877165,4020,0.9817,98.2,108.2,591.0,49.8,CRITICAL,21 days
1774499102.0843132,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499102.7671187,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499103.478092,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499104.1725428,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499104.8411465,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499105.5107837,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499106.2017314,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499106.8976002,4005,0.978,97.8,107.8,589.0,49.8,CRITICAL,21 days
1774499107.5863464,3931,0.96,96.0,106.0,580.0,49.6,CRITICAL,21 days
1774499108.3144743,3897,0.9516,95.2,105.2,576.0,49.5,CRITICAL,21 days
1774499108.9933703,3911,0.9551,95.5,105.5,578.0,49.6,CRITICAL,21 days
1774499109.6730678,3971,0.9697,97.0,107.0,585.0,49.7,CRITICAL,21 days
1774499110.3743331,4061,0.9917,99.2,109.2,596.0,49.9,CRITICAL,21 days
1774499111.0359051,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499111.7279468,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499112.3978152,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499113.0831091,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499113.769036,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499114.5129082,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499115.2286248,4059,0.9912,99.1,109.1,596.0,49.9,CRITICAL,21 days
1774499115.9125588,3969,0.9692,96.9,106.9,585.0,49.7,CRITICAL,21 days
1774499116.6147294,3910,0.9548,95.5,105.5,577.0,49.5,CRITICAL,21 days
1774499117.2913733,3897,0.9516,95.2,105.2,576.0,49.5,CRITICAL,21 days
1774499117.9575853,3932,0.9602,96.0,106.0,580.0,49.6,CRITICAL,21 days
1774499118.6407351,4007,0.9785,97.9,107.9,589.0,49.8,CRITICAL,21 days
1774499119.325815,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499120.0044868,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499120.6802046,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499121.3627455,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499122.0417576,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499122.7306864,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499123.4730647,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499124.1253223,4017,0.981,98.1,108.1,590.0,49.8,CRITICAL,21 days
1774499124.8628874,3939,0.9619,96.2,106.2,581.0,49.6,CRITICAL,21 days
1774499125.586579,3898,0.9519,95.2,105.2,576.0,49.5,CRITICAL,21 days
1774499126.2851574,3906,0.9538,95.4,105.4,577.0,49.5,CRITICAL,21 days
1774499127.0038233,3961,0.9673,96.7,106.7,584.0,49.7,CRITICAL,21 days
1774499127.7575736,4048,0.9885,98.9,108.9,594.0,49.9,CRITICAL,21 days
1774499128.485163,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499129.223569,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499129.9581645,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499130.6696165,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499131.3760831,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499132.0355098,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499132.7258706,4072,0.9944,99.4,109.4,597.0,49.9,CRITICAL,21 days
1774499133.4139001,3979,0.9717,97.2,107.2,586.0,49.7,CRITICAL,21 days
1774499134.132538,3916,0.9563,95.6,105.6,578.0,49.6,CRITICAL,21 days
1774499134.8140535,3896,0.9514,95.1,105.1,576.0,49.5,CRITICAL,21 days
1774499135.5697076,3925,0.9585,95.8,105.8,579.0,49.6,CRITICAL,21 days
1774499136.3607194,3996,0.9758,97.6,107.6,588.0,49.8,CRITICAL,21 days
1774499137.0866437,4091,0.999,99.9,109.9,600.0,50.0,CRITICAL,21 days
1774499137.8207316,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499138.5702913,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499139.3318968,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499140.1430619,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499140.8574615,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499141.618203,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499142.4139154,4029,0.9839,98.4,108.4,592.0,49.8,CRITICAL,21 days
1774499143.1141114,3947,0.9639,96.4,106.4,582.0,49.6,CRITICAL,21 days
1774499143.813454,3901,0.9526,95.3,105.3,576.0,49.5,CRITICAL,21 days
1774499144.5306604,3903,0.9531,95.3,105.3,577.0,49.5,CRITICAL,21 days
1774499145.294455,3951,0.9648,96.5,106.5,582.0,49.6,CRITICAL,21 days
1774499146.0633245,4035,0.9853,98.5,108.5,593.0,49.9,CRITICAL,21 days
1774499146.775804,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499147.470507,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499148.1350195,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499148.8326118,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499149.5211287,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499150.1895509,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499150.8838644,4085,0.9976,99.8,109.8,599.0,50.0,CRITICAL,21 days
1774499151.5575488,3990,0.9744,97.4,107.4,587.0,49.7,CRITICAL,21 days
1774499152.2137098,3922,0.9578,95.8,105.8,579.0,49.6,CRITICAL,21 days
1774499152.9168973,3896,0.9514,95.1,105.1,576.0,49.5,CRITICAL,21 days
1774499153.5911744,3918,0.9568,95.7,105.7,578.0,49.6,CRITICAL,21 days
1774499154.2565298,3984,0.9729,97.3,107.3,586.0,49.7,CRITICAL,21 days
1774499154.986502,4078,0.9958,99.6,109.6,598.0,50.0,CRITICAL,21 days
1774499155.6864972,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499156.4122639,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499157.1492198,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499157.884586,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499158.569679,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499159.2671645,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499159.96517,4042,0.9871,98.7,108.7,594.0,49.9,CRITICAL,21 days
1774499160.6972225,3956,0.9661,96.6,106.6,583.0,49.7,CRITICAL,21 days
1774499161.363237,3904,0.9534,95.3,105.3,577.0,49.5,CRITICAL,21 days
1774499162.1624045,3899,0.9521,95.2,105.2,576.0,49.5,CRITICAL,21 days
1774499162.89301,3942,0.9626,96.3,106.3,581.0,49.6,CRITICAL,21 days
1774499163.6461182,4023,0.9824,98.2,108.2,591.0,49.8,CRITICAL,21 days
1774499164.346334,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499165.0391214,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499165.7220473,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499166.419825,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499167.128233,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499167.8006837,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499168.4965358,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499169.169655,4002,0.9773,97.7,107.7,589.0,49.8,CRITICAL,21 days
1774499169.8367054,3929,0.9595,95.9,105.9,580.0,49.6,CRITICAL,21 days
1774499170.523217,3896,0.9514,95.1,105.1,576.0,49.5,CRITICAL,21 days
1774499171.2570758,3913,0.9556,95.6,105.6,578.0,49.6,CRITICAL,21 days
1774499171.9522083,3974,0.9705,97.0,107.0,585.0,49.7,CRITICAL,21 days
1774499172.6329472,4065,0.9927,99.3,109.3,596.0,49.9,CRITICAL,21 days
1774499173.31374,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499174.030855,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499174.730839,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499175.4690688,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499176.1740777,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499176.8167353,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499177.4731863,4055,0.9902,99.0,109.0,595.0,49.9,CRITICAL,21 days
1774499178.1373847,3966,0.9685,96.8,106.8,584.0,49.7,CRITICAL,21 days
1774499178.8235276,3909,0.9546,95.5,105.5,577.0,49.5,CRITICAL,21 days
1774499179.522857,3897,0.9516,95.2,105.2,576.0,49.5,CRITICAL,21 days
1774499180.1962256,3934,0.9607,96.1,106.1,580.0,49.6,CRITICAL,21 days
1774499180.890834,4011,0.9795,97.9,107.9,590.0,49.8,CRITICAL,21 days
1774499181.6273386,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499182.4988267,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499183.1912754,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499183.8943784,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499184.5830498,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499185.2663865,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499185.9551117,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499186.734176,4014,0.9802,98.0,108.0,590.0,49.8,CRITICAL,21 days
1774499187.44986,3936,0.9612,96.1,106.1,581.0,49.6,CRITICAL,21 days
1774499188.2083795,3898,0.9519,95.2,105.2,576.0,49.5,CRITICAL,21 days
1774499188.9534812,3908,0.9543,95.4,105.4,577.0,49.5,CRITICAL,21 days
1774499189.7227063,3963,0.9678,96.8,106.8,584.0,49.7,CRITICAL,21 days
1774499190.4307823,4052,0.9895,98.9,108.9,595.0,49.9,CRITICAL,21 days
1774499191.1699593,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499191.8364677,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499192.55594,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499193.269836,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499193.9751647,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499194.6595452,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499195.3900976,4068,0.9934,99.3,109.3,597.0,49.9,CRITICAL,21 days
1774499196.0857978,3977,0.9712,97.1,107.1,586.0,49.7,CRITICAL,21 days
1774499196.805506,3914,0.9558,95.6,105.6,578.0,49.6,CRITICAL,21 days
1774499197.4957855,3896,0.9514,95.1,105.1,576.0,49.5,CRITICAL,21 days
1774499198.2230058,3927,0.959,95.9,105.9,579.0,49.6,CRITICAL,21 days
1774499198.914697,3999,0.9766,97.7,107.7,588.0,49.8,CRITICAL,21 days
1774499199.6190403,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499200.3335164,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499201.0232463,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499201.6901984,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499202.417946,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499203.1043248,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499203.750751,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499204.3672156,4026,0.9832,98.3,108.3,592.0,49.8,CRITICAL,21 days
1774499205.0196695,3945,0.9634,96.3,106.3,582.0,49.6,CRITICAL,21 days
1774499205.7247703,3900,0.9524,95.2,105.2,576.0,49.5,CRITICAL,21 days
1774499206.4031682,3903,0.9531,95.3,105.3,577.0,49.5,CRITICAL,21 days
1774499207.0916915,3954,0.9656,96.6,106.6,583.0,49.7,CRITICAL,21 days
1774499207.7809641,4039,0.9863,98.6,108.6,593.0,49.9,CRITICAL,21 days
1774499208.4661803,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499209.13979,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499209.8110178,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499210.4873638,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499211.1728995,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499211.8527575,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499212.528335,4081,0.9966,99.7,109.7,598.0,50.0,CRITICAL,21 days
1774499213.2254286,3987,0.9736,97.4,107.4,587.0,49.7,CRITICAL,21 days
1774499214.0196624,3920,0.9573,95.7,105.7,579.0,49.6,CRITICAL,21 days
1774499214.7930849,3896,0.9514,95.1,105.1,576.0,49.5,CRITICAL,21 days
1774499215.5073745,3920,0.9573,95.7,105.7,579.0,49.6,CRITICAL,21 days
1774499216.2595084,3987,0.9736,97.4,107.4,587.0,49.7,CRITICAL,21 days
1774499216.9398882,4081,0.9966,99.7,109.7,598.0,50.0,CRITICAL,21 days
1774499217.6092317,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499218.3195179,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499218.976923,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499219.651702,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499220.3012946,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499220.9848433,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499221.6537588,4039,0.9863,98.6,108.6,593.0,49.9,CRITICAL,21 days
1774499222.3209028,3954,0.9656,96.6,106.6,583.0,49.7,CRITICAL,21 days
1774499222.9951038,3903,0.9531,95.3,105.3,577.0,49.5,CRITICAL,21 days
1774499223.6963847,3900,0.9524,95.2,105.2,576.0,49.5,CRITICAL,21 days
1774499224.417713,3945,0.9634,96.3,106.3,582.0,49.6,CRITICAL,21 days
1774499225.0830908,4026,0.9832,98.3,108.3,592.0,49.8,CRITICAL,21 days
1774499225.7675235,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499226.4185317,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499227.0987892,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499227.7703319,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499228.4416952,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499229.1092212,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499229.7960694,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499230.5056386,3999,0.9766,97.7,107.7,588.0,49.8,CRITICAL,21 days
1774499231.1974866,3927,0.959,95.9,105.9,579.0,49.6,CRITICAL,21 days
1774499231.9039135,3896,0.9514,95.1,105.1,576.0,49.5,CRITICAL,21 days
1774499232.6209683,3914,0.9558,95.6,105.6,578.0,49.6,CRITICAL,21 days
1774499233.317885,3977,0.9712,97.1,107.1,586.0,49.7,CRITICAL,21 days
1774499234.0525086,4068,0.9934,99.3,109.3,597.0,49.9,CRITICAL,21 days
1774499234.761334,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499235.4772506,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499236.1410737,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499236.868842,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499237.576858,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499238.324069,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499239.0875382,4052,0.9895,98.9,108.9,595.0,49.9,CRITICAL,21 days
1774499239.7614276,3963,0.9678,96.8,106.8,584.0,49.7,CRITICAL,21 days
1774499240.4439592,3908,0.9543,95.4,105.4,577.0,49.5,CRITICAL,21 days
1774499241.1352572,3898,0.9519,95.2,105.2,576.0,49.5,CRITICAL,21 days
1774499241.842978,3936,0.9612,96.1,106.1,581.0,49.6,CRITICAL,21 days
1774499242.5696514,4014,0.9802,98.0,108.0,590.0,49.8,CRITICAL,21 days
1774499243.2550051,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499243.9116452,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499244.5636609,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499245.2324977,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499245.9729595,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499246.63363,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499247.340898,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499248.0715728,4011,0.9795,97.9,107.9,590.0,49.8,CRITICAL,21 days
1774499248.820539,3934,0.9607,96.1,106.1,580.0,49.6,CRITICAL,21 days
1774499249.5694144,3897,0.9516,95.2,105.2,576.0,49.5,CRITICAL,21 days
1774499250.3503697,3909,0.9546,95.5,105.5,577.0,49.5,CRITICAL,21 days
1774499251.6733463,3966,0.9685,96.8,106.8,584.0,49.7,CRITICAL,21 days
1774499252.4526145,4055,0.9902,99.0,109.0,595.0,49.9,CRITICAL,21 days
1774499253.1330585,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499253.7970626,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499254.5226576,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499255.2330363,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499255.9780803,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499256.7749715,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499257.5174146,4065,0.9927,99.3,109.3,596.0,49.9,CRITICAL,21 days
1774499258.2329578,3974,0.9705,97.0,107.0,585.0,49.7,CRITICAL,21 days
1774499258.9902334,3913,0.9556,95.6,105.6,578.0,49.6,CRITICAL,21 days
1774499259.8154352,3896,0.9514,95.1,105.1,576.0,49.5,CRITICAL,21 days
1774499260.6153767,3929,0.9595,95.9,105.9,580.0,49.6,CRITICAL,21 days
1774499261.3096929,4002,0.9773,97.7,107.7,589.0,49.8,CRITICAL,21 days
1774499261.9948277,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499262.7353299,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499263.435558,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
1774499264.2577002,4095,1.0,100.0,110.0,600.0,50.0,CRITICAL,21 days
